Date,Open,High,Low,Close,Volume,Adj Close
2016-01-07,65.080002,65.519997,63.66,63.939999,8601500,63.149347
2016-01-06,65.980003,66.849998,65.620003,66.220001,6639300,65.401156
2016-01-05,68.379997,68.440002,66.419998,67.279999,6139100,66.448047
2016-01-04,66.879997,68.080002,65.720001,67.989998,8586900,67.149266
2015-12-31,68.449997,69.099998,67.940002,67.959999,4356400,67.119638
2015-12-30,68.660004,69.629997,68.57,68.690002,3158500,67.840615
2015-12-29,69.220001,69.57,68.620003,69.190002,3539500,68.334432
2015-12-28,69.120003,69.18,68.029999,68.580002,3884000,67.731974
2015-12-24,69.75,69.900002,69.059998,69.379997,2322100,68.522078
2015-12-23,69.589996,70.489998,68.989998,69.889999,7586300,69.025773
2015-12-22,66.25,68.790001,66.110001,68.410004,9697200,67.564078
2015-12-21,65.589996,65.82,64.379997,65.239998,5311500,64.433271
2015-12-18,64.599998,65.870003,64.099998,65.110001,13490900,64.304882
2015-12-17,67.18,67.510002,64.879997,64.900002,6800000,64.097479
2015-12-16,66.220001,67.879997,66.139999,67.720001,6747600,66.882608
2015-12-15,65.459999,66.959999,65.239998,66.75,5989700,65.924602
2015-12-14,65.629997,66.18,64.730003,66.120003,7371100,65.302395
2015-12-11,65.379997,66.099998,64.480003,65.43,7572600,64.620924
2015-12-10,65.980003,67.089996,65.910004,66.379997,5768700,65.559174
2015-12-09,66.300003,67.019997,65.160004,65.910004,8578000,65.094992
2015-12-08,66.989998,67.160004,66.18,66.540001,6866300,65.717199
2015-12-07,68.68,68.730003,67.720001,68.360001,6805900,67.514694
2015-12-04,69.360001,70.029999,68.800003,69.980003,5252000,69.114664
2015-12-03,71.150002,71.220001,69.370003,69.639999,8130800,68.778865
2015-12-02,71.199997,72.129997,70.620003,71.029999,5068200,70.151676
2015-12-01,72.330002,72.639999,70.849998,71.559998,6578400,70.675121
2015-11-30,71.330002,72.790001,71.150002,72.650002,5632900,71.751646
2015-11-27,71.18,71.529999,70.699997,71.220001,1642100,70.339329
2015-11-25,71.739998,71.889999,70.720001,71.489998,3493000,70.605987
2015-11-24,70.779999,71.709999,70.440002,71.400002,3846500,70.517103
2015-11-23,70.980003,71.900002,70.889999,71.019997,3847600,70.141797
2015-11-20,70.480003,71.209999,70.160004,71.139999,6495100,70.260316
2015-11-19,69.50,70.110001,68.599998,70.019997,6296000,69.154163
2015-11-18,69.900002,70.449997,69.379997,70.32,3788300,69.450456
2015-11-17,70.129997,70.360001,69.050003,69.389999,4812000,68.531956
2015-11-16,69.480003,70.620003,69.230003,70.389999,5167600,69.51959
2015-11-13,68.699997,70.129997,68.50,69.629997,6429600,68.768986
